instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,holiday
10100,03/01/12,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197,0
10101,03/01/12,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126,0
10102,03/01/12,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85,0
10103,03/02/12,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46,0
10104,03/02/12,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20,0
10105,03/02/12,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,0
10106,03/02/12,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3,0
10107,03/02/12,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0,0,2,2,0
10108,03/02/12,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0,0,24,24,0
10109,03/02/12,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0,4,88,92,0
10110,03/02/12,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0,4,258,262,0
10111,03/02/12,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549,0
10112,03/02/12,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0,15,299,314,0
10113,03/02/12,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,0
10114,03/02/12,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194,0
10115,03/02/12,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234,0
10116,03/02/12,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222,0
10117,03/02/12,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205,0
10118,03/02/12,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78,0
10119,03/02/12,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50,0
10120,03/02/12,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,0
10121,03/02/12,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,0
10122,03/02/12,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174,0
10123,03/02/12,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100,0
10124,03/02/12,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101,0
10125,03/02/12,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0,6,69,75,0
10126,03/02/12,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0,4,19,23,0
10127,03/03/12,1,1,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22,0
10128,03/03/12,1,1,3,1,0,6,0,3,0.36,0.3788,0.93,0,0,44,44,0
10129,03/03/12,1,1,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38,0
10130,03/03/12,1,1,3,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21,0
10131,03/03/12,1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2,0
10132,03/03/12,1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2,0
10133,03/03/12,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7,0
10134,03/03/12,1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,0
10135,03/03/12,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,2,46,48,0
10136,03/03/12,1,1,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94,0
10137,03/03/12,1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0,31,137,168,0
10138,03/03/12,1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214,0
10139,03/03/12,1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299,0
10140,03/03/12,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,0
10141,03/03/12,1,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430,0
10142,03/03/12,1,1,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399,0
10143,03/03/12,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467,0
10144,03/03/12,1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385,0
10145,03/03/12,1,1,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303,0
10146,03/03/12,1,1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225,0
10147,03/03/12,1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149,0
10148,03/03/12,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154,0
10149,03/03/12,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134,0
10150,03/03/12,1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0,12,94,106,0
10151,03/04/12,1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,0
10152,03/04/12,1,1,3,1,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76,0
10153,03/04/12,1,1,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,0
10154,03/04/12,1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,0
10155,03/04/12,1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,0
10156,03/04/12,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5,0
10157,03/04/12,1,1,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5,0
10158,03/04/12,1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,0
10159,03/04/12,1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,0
10160,03/04/12,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,0
10161,03/04/12,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,0
10162,03/04/12,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256,0
10163,03/04/12,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,0
10164,03/04/12,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,0
10165,03/04/12,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332,0
10166,03/04/12,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,0
10167,03/04/12,1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,0
10168,03/04/12,1,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263,0
10169,03/04/12,1,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,0
10170,03/04/12,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,0
10171,03/04/12,1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,0
10172,03/04/12,1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,0
10173,03/04/12,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,0
10174,03/04/12,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,0
10175,03/05/12,1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17,0
10176,03/05/12,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6,0
10177,03/05/12,1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4,0
10178,03/05/12,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1,0
10179,03/05/12,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1,0
10180,03/05/12,1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18,0
10181,03/05/12,1,1,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91,0
10182,03/05/12,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260,0
10183,03/05/12,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428,0
10184,03/05/12,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197,0
10185,03/05/12,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,12,74,86,0
10186,03/05/12,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103,0
10187,03/05/12,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0,15,122,137,0
10188,03/05/12,1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120,0
10189,03/05/12,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128,0
10190,03/05/12,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130,0
10191,03/05/12,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210,0
10192,03/05/12,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387,0
10193,03/05/12,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,0
10194,03/05/12,1,1,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226,0
10195,03/05/12,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179,0
10196,03/05/12,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120,0
10197,03/05/12,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78,0
10198,03/05/12,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,0
10199,03/06/12,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8,0
10200,03/06/12,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6,0
10201,03/06/12,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,0
10202,03/06/12,1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1,0
10203,03/06/12,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,0
10204,03/06/12,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25,0
10205,03/06/12,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102,0
10206,03/06/12,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,0
10207,03/06/12,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501,0
10208,03/06/12,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0,11,222,233,0
10209,03/06/12,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0,16,113,129,0
10210,03/06/12,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130,0
10211,03/06/12,1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138,0
10212,03/06/12,1,1,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164,0
10213,03/06/12,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136,0
10214,03/06/12,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166,0
10215,03/06/12,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250,0
10216,03/06/12,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446,0
10217,03/06/12,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457,0
10218,03/06/12,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,0
10219,03/06/12,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187,0
10220,03/06/12,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,0
10221,03/06/12,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106,0
10222,03/06/12,1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54,0
10223,03/07/12,1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15,0
10224,03/07/12,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5,0
10225,03/07/12,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4,0
10226,03/07/12,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3,0
10227,03/07/12,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3,0
10228,03/07/12,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18,0
10229,03/07/12,1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108,0
10230,03/07/12,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344,0
10231,03/07/12,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566,0
10232,03/07/12,1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264,0
10233,03/07/12,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147,0
10234,03/07/12,1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161,0
10235,03/07/12,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,0
10236,03/07/12,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205,0
10237,03/07/12,1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175,0
10238,03/07/12,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209,0
10239,03/07/12,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288,0
10240,03/07/12,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612,0
10241,03/07/12,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544,0
10242,03/07/12,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361,0
10243,03/07/12,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260,0
10244,03/07/12,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188,0
10245,03/07/12,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159,0
10246,03/07/12,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62,0
10247,03/08/12,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46,0
10248,03/08/12,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21,0
10249,03/08/12,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11,0
10250,03/08/12,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3,0
10251,03/08/12,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2,0
10252,03/08/12,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29,0
10253,03/08/12,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109,0
10254,03/08/12,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334,0
10255,03/08/12,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585,0
10256,03/08/12,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301,0
10257,03/08/12,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,0
10258,03/08/12,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204,0
10259,03/08/12,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251,0
10260,03/08/12,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,0
10261,03/08/12,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,0
10262,03/08/12,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,0
10263,03/08/12,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342,0
10264,03/08/12,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597,0
10265,03/08/12,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,0
10266,03/08/12,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416,0
10267,03/08/12,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,0
10268,03/08/12,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,0
10269,03/08/12,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,0
10270,03/08/12,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,0
10271,03/09/12,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,0
10272,03/09/12,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,0
10273,03/09/12,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,0
10274,03/09/12,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,0
10275,03/09/12,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,0
10276,03/09/12,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,0
10277,03/09/12,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,0
10278,03/09/12,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,0
10279,03/09/12,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,0
10280,03/09/12,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,0
10281,03/09/12,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,0
10282,03/09/12,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,0
10283,03/09/12,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,0
10284,03/09/12,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,0
10285,03/09/12,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,0
10286,03/09/12,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,0
10287,03/09/12,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,0
10288,03/09/12,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,0
10289,03/09/12,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,0
10290,03/09/12,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,0
10291,03/09/12,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,0
10292,03/09/12,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,0
10293,03/09/12,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,0
10294,03/09/12,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,0
10295,03/10/12,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,0
10296,03/10/12,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,0
10297,03/10/12,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,0
10298,03/10/12,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,0
10299,03/10/12,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,0
10300,03/10/12,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,0
10301,03/10/12,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,0
10302,03/10/12,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,0
10303,03/10/12,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,0
10304,03/10/12,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,0
10305,03/10/12,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,0
10306,03/10/12,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,0
10307,03/10/12,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,0
10308,03/10/12,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,0
10309,03/10/12,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,0
10310,03/10/12,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0,132,274,406,0
10311,03/10/12,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0,115,275,390,0
10312,03/10/12,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0,104,250,354,0
10313,03/10/12,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,0
10314,03/10/12,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0,25,159,184,0
10315,03/10/12,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,0
10316,03/10/12,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,0
10317,03/10/12,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,0
10318,03/10/12,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,0
10319,03/11/12,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,0
10320,03/11/12,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,0
10321,03/11/12,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,0
10322,03/11/12,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22,0
10323,03/11/12,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7,0
10324,03/11/12,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10,0
10325,03/11/12,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,0
10326,03/11/12,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72,0
10327,03/11/12,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90,0
10328,03/11/12,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218,0
10329,03/11/12,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,0
10330,03/11/12,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,0
10331,03/11/12,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464,0
10332,03/11/12,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501,0
10333,03/11/12,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487,0
10334,03/11/12,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509,0
10335,03/11/12,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498,0
10336,03/11/12,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389,0
10337,03/11/12,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258,0
10338,03/11/12,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171,0
10339,03/11/12,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,0
10340,03/11/12,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,0
10341,03/11/12,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,0
10342,03/12/12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,0
10343,03/12/12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,0
10344,03/12/12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,0
10345,03/12/12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,0
10346,03/12/12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,0
10347,03/12/12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,0
10348,03/12/12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,0
10349,03/12/12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,0
10350,03/12/12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,0
10351,03/12/12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,0
10352,03/12/12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,0
10353,03/12/12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,0
10354,03/12/12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,0
10355,03/12/12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,0
10356,03/12/12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,0
10357,03/12/12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,0
10358,03/12/12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,0
10359,03/12/12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,0
10360,03/12/12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,0
10361,03/12/12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,0
10362,03/12/12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,0
10363,03/12/12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,0
10364,03/12/12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,0
10365,03/12/12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,0
10366,03/13/12,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,0
10367,03/13/12,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,0
10368,03/13/12,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,0
10369,03/13/12,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,0
10370,03/13/12,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,0
10371,03/13/12,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,0
10372,03/13/12,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,0
10373,03/13/12,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,0
10374,03/13/12,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,0
